Date,Open,High,Low,Close,Volume,EMA-12,EMA-26,MACD,Signal,
"2022-01-03",177.6037,182.6473,177.4839,181.7784,104487900.0000,176.8316,172.0093,4.8224,4.9895,
"2022-01-04",182.3976,182.7072,178.8921,179.4713,99310400.0000,177.2378,172.5620,4.6757,4.9268,
"2022-01-05",179.3815,179.9407,174.4178,174.6974,94537600.0000,176.8469,172.7202,4.1267,4.7668,
"2022-01-06",172.4802,175.0769,171.4216,171.7811,96904000.0000,176.0676,172.6506,3.4169,4.4968,
"2022-01-07",172.6700,173.9184,170.8124,171.9509,86709100.0000,175.4342,172.5988,2.8354,4.1645,
"2022-01-10",168.8649,172.2805,167.9560,171.9709,106765600.0000,174.9014,172.5523,2.3491,3.8014,
"2022-01-11",172.1007,174.9571,170.6026,174.8572,76138300.0000,174.8946,172.7230,2.1716,3.4755,
"2022-01-12",175.8959,176.9545,174.5976,175.3066,74805200.0000,174.9580,172.9144,2.0436,3.1891,
"2022-01-13",175.5563,176.3953,171.5714,171.9709,84505800.0000,174.4985,172.8445,1.6539,2.8821,
"2022-01-14",171.1220,173.5589,170.8723,172.8498,80440800.0000,174.2448,172.8449,1.3999,2.5856,
"2022-01-18",171.2918,172.3204,169.1944,169.5839,90956700.0000,173.5278,172.6034,0.9244,2.2534,
"2022-01-19",169.7837,170.8623,165.7289,166.0185,94815000.0000,172.3725,172.1156,0.2569,1.8541,
"2022-01-20",166.7675,169.4641,163.9711,164.3007,91420500.0000,171.1307,171.5367,-0.4060,1.4021,
"2022-01-21",164.2108,166.1184,162.0935,162.2034,122848900.0000,169.7572,170.8453,-1.0881,0.9040,
"2022-01-24",159.8164,162.0935,154.5031,161.4143,162294600.0000,168.4737,170.1468,-1.6730,0.3886,
"2022-01-25",158.7777,162.5529,156.8202,159.5767,115798400.0000,167.1049,169.3638,-2.2589,-0.1409,
"2022-01-26",163.2920,164.1808,157.6192,159.4868,108275300.0000,165.9329,168.6322,-2.6992,-0.6526,
"2022-01-27",162.2433,163.6315,158.0786,159.0174,121954600.0000,164.8690,167.9200,-3.0510,-1.1322,
"2022-01-28",165.4991,170.1332,162.5928,170.1133,179935700.0000,165.6758,168.0824,-2.4066,-1.3871,
"2022-01-31",169.9435,174.7773,169.2943,174.5576,115541600.0000,167.0422,168.5621,-1.5198,-1.4137,
"2022-02-01",173.7886,174.6175,172.0907,174.3878,86213900.0000,168.1723,168.9936,-0.8213,-1.2952,
"2022-02-02",174.5276,175.6562,173.1095,175.6163,84914300.0000,169.3175,169.4842,-0.1666,-1.0695,
"2022-02-03",174.2580,176.0158,171.9010,172.6800,89418100.0000,169.8348,169.7209,0.1139,-0.8328,
"2022-02-04",171.6800,174.1000,170.6800,172.3900,82465400.0000,170.2279,169.9186,0.3093,-0.6044,
"2022-02-07",172.8600,173.9500,170.9500,171.6600,77251200.0000,170.4483,170.0476,0.4007,-0.4034,
"2022-02-08",171.7300,175.3500,171.4300,174.8300,74829200.0000,171.1224,170.4019,0.7205,-0.1786,
"2022-02-9",176.0500,176.6500,174.9000,176.2800,71285000.0000,171.9159,170.8373,1.0786,0.0729,
"2022-02-10",174.1400,175.4800,171.5500,172.1200,90865900.0000,171.9473,170.9323,1.0150,0.2613,
"2022-02-11",172.3300,173.0800,168.0400,168.6400,98670700.0000,171.4385,170.7625,0.6760,0.3442,
"2022-02-14",167.3700,169.5800,166.5600,168.8800,86185500.0000,171.0448,170.6230,0.4218,0.3597,
"2022-02-15",170.9700,172.9500,170.2500,172.7900,62527400.0000,171.3133,170.7836,0.5298,0.3937,
"2022-02-16",171.8500,173.3400,170.0500,172.5500,61177400.0000,171.5036,170.9144,0.5892,0.4328,
"2022-02-17",171.0300,171.9100,168.4700,168.8800,69589300.0000,171.1000,170.7637,0.3362,0.4135,
"2022-02-18",169.8200,170.5400,166.1900,167.3000,82772700.0000,170.5154,170.5071,0.0082,0.3325,
"2022-02-22",164.9800,166.6900,162.1500,164.3200,91162800.0000,169.5622,170.0488,-0.4866,0.1686,
"2022-02-23",165.5400,166.1500,159.7500,160.0700,90009200.0000,168.1019,169.3097,-1.2078,-0.1066,
"2022-02-24",152.5800,162.8500,152.0000,162.7400,141147500.0000,167.2770,168.8230,-1.5460,-0.3945,
"2022-02-25",163.8400,165.1200,160.8700,164.8500,91974200.0000,166.9036,168.5287,-1.6251,-0.6406,
"2022-02-28",163.0600,165.4200,162.4300,165.1200,94869100.0000,166.6292,168.2762,-1.6470,-0.8419,
"2022-03-01",164.7000,166.6000,161.9700,163.2000,83474400.0000,166.1016,167.9002,-1.7986,-1.0333,
"2022-03-02",164.3900,167.3600,162.9500,166.5600,79724800.0000,166.1721,167.8009,-1.6288,-1.1524,
"2022-03-03",168.4700,168.9100,165.5500,166.2300,76678400.0000,166.1810,167.6846,-1.5035,-1.2226,
"2022-03-04",164.4900,165.5500,162.1000,163.1700,83737200.0000,165.7178,167.3502,-1.6323,-1.3045,
"2022-03-07",163.3600,165.0200,159.0400,159.3000,96418800.0000,164.7305,166.7538,-2.0234,-1.4483,
"2022-03-08",158.8200,162.8800,155.8000,157.4400,131148300.0000,163.6088,166.0639,-2.4551,-1.6497,
"2022-03-9",161.4800,163.4100,159.4100,162.9500,91454900.0000,163.5075,165.8333,-2.3258,-1.7849,
"2022-03-10",160.2000,160.3900,155.9800,158.5200,105342000.0000,162.7402,165.2915,-2.5514,-1.9382,
"2022-03-11",158.9300,159.2800,154.5000,154.7300,96836300.0000,161.5078,164.5092,-3.0014,-2.1508,
"2022-03-14",151.4500,154.1200,150.1000,150.6200,108732100.0000,159.8328,163.4804,-3.6476,-2.4502,
"2022-03-15",150.9000,155.5700,150.3800,155.0900,92964300.0000,159.1031,162.8589,-3.7557,-2.7113,
"2022-03-16",157.0500,160.0000,154.4600,159.5900,102300200.0000,159.1780,162.6167,-3.4387,-2.8568,
"2022-03-17",158.6100,161.0000,157.6300,160.6200,75615400.0000,159.3999,162.4688,-3.0690,-2.8992,
"2022-03-18",160.5100,164.4800,159.7600,163.9800,123351200.0000,160.1045,162.5808,-2.4763,-2.8146,
"2022-03-21",163.5100,166.3500,163.0100,165.3800,95811400.0000,160.9161,162.7881,-1.8720,-2.6261,
"2022-03-22",165.5100,169.4200,164.9100,168.8200,81532000.0000,162.1321,163.2349,-1.1028,-2.3214,
"2022-03-23",167.9900,172.6400,167.6500,170.2100,97965700.0000,163.3749,163.7516,-0.3767,-1.9325,
