Date,Open,High,Low,Close,Volume,EMA-12,EMA-26,MACD,Signal
2021-05-04,146.2703,146.2728,140.0047,143.4123,40532400,149.8540,147.1544,2.6996,4.2173
2021-05-05,146.9873,148.0316,143.7746,144.4841,29202400,149.0278,146.9566,2.0712,3.7881
2021-05-06,144.8513,145.6108,142.0807,145.1286,19338000,148.4279,146.8212,1.6067,3.3518
2021-05-07,147.9791,149.6030,146.6151,148.0191,22932800,148.3650,146.9099,1.4551,2.9725
2021-05-10,147.7693,147.9566,142.4005,142.5579,26890400,147.4716,146.5876,0.8841,2.5548
2021-05-11,138.1535,143.4473,137.4040,142.9626,28558400,146.7779,146.3190,0.4589,2.1356
2021-05-12,139.9972,142.5030,136.9968,137.4890,30340800,145.3489,145.6650,-0.3161,1.6453
2021-05-13,140.2395,140.7092,134.4960,136.5571,28540400,143.9963,144.9903,-0.9940,1.1174
2021-05-14,138.8030,143.1800,137.3890,142.3306,25861600,143.7400,144.7933,-1.0533,0.6833
2021-05-17,141.4712,141.5936,138.4383,141.5561,21698000,143.4040,144.5535,-1.1495,0.3167
2021-05-18,142.5704,143.9419,139.9422,140.0597,18625600,142.8895,144.2206,-1.3311,-0.0128
2021-05-19,135.5703,140.6967,135.3380,140.5593,34400000,142.5310,143.9494,-1.4184,-0.2939
2021-05-20,142.9252,146.7350,142.6054,146.0230,32159200,143.0683,144.1030,-1.0348,-0.4421
2021-05-21,151.5317,152.1137,148.5912,149.8129,67299200,144.1059,144.5260,-0.4201,-0.4377
2021-05-24,152.0188,157.3401,151.6541,156.0110,55481600,145.9374,145.3767,0.5607,-0.2380
2021-05-25,157.5499,158.0746,154.7169,156.3683,43540800,147.5422,146.1909,1.3513,0.0798
2021-05-26,157.2327,157.8273,155.7537,156.8904,37044000,148.9804,146.9835,1.9969,0.4633
2021-05-27,156.8879,157.3901,154.4921,154.7719,58147600,149.8714,147.5604,2.3110,0.8328
2021-05-28,154.9018,162.6614,154.9018,162.3316,64453600,151.7883,148.6545,3.1338,1.2930
2021-06-01,162.5864,163.7681,158.9215,162.5315,47280400,153.4411,149.6825,3.7587,1.7861
2021-06-02,162.4091,169.0694,162.2417,167.6654,59416800,155.6295,151.0145,4.6149,2.3519
2021-06-03,166.8909,172.4695,165.7142,169.5790,58000800,157.7756,152.3897,5.3859,2.9587
2021-06-04,171.0056,176.4867,170.8357,175.6598,61712000,160.5270,154.1134,6.4136,3.6497
2021-06-07,175.5898,178.0007,171.8075,176.0670,57575600,162.9178,155.7396,7.1782,4.3554
2021-06-08,175.1502,176.0920,172.3896,174.4482,32384800,164.6917,157.1254,7.5663,4.9976
2021-06-9,175.0754,175.6676,172.4766,173.5011,38165600,166.0470,158.3384,7.7085,5.5397
2021-06-10,173.4186,174.8380,171.6794,174.1683,28777200,167.2964,159.5110,7.7854,5.9889
2021-06-11,174.7130,179.3084,174.3557,178.1689,41630800,168.9691,160.8931,8.0760,6.4063
2021-06-14,178.9760,180.3104,176.5447,180.1030,32137600,170.6820,162.3160,8.3660,6.7982
2021-06-15,179.0660,180.0780,177.1969,177.8016,24303200,171.7773,163.4631,8.3142,7.1014
2021-06-16,177.8241,179.4633,175.7625,178.0190,30712400,172.7376,164.5413,8.1963,7.3204
2021-06-17,177.6616,188.2617,177.4792,186.4850,80965600,174.8526,166.1668,8.6858,7.5935
2021-06-18,187.7519,193.6591,185.7528,186.3001,96885600,176.6137,167.6581,8.9556,7.8659
2021-06-21,184.2660,185.2781,178.1439,184.1861,67238400,177.7787,168.8824,8.8963,8.0720
2021-06-22,184.6284,189.5486,183.7738,188.7789,58014400,179.4710,170.3562,9.1148,8.2805
2021-06-23,189.9883,191.4377,188.9888,190.4831,33235600,181.1652,171.8471,9.3181,8.4880
2021-06-24,192.1873,194.1089,190.7930,191.9649,32092400,182.8267,173.3373,9.4894,8.6883
2021-06-25,192.7146,193.3643,188.8564,190.2207,27836400,183.9642,174.5879,9.3763,8.8259
2021-06-28,193.5217,200.6933,193.0994,199.7563,49543600,186.3938,176.4523,9.9415,9.0490
2021-06-29,198.7317,200.8932,196.4778,200.1736,36763200,188.5138,178.2094,10.3044,9.3001
2021-06-30,199.8987,201.5304,198.5443,199.9312,32656800,190.2703,179.8184,10.4519,9.5304
2021-07-01,201.1556,204.4641,200.0961,202.0252,48013600,192.0787,181.4634,10.6154,9.7474
2021-07-02,204.3066,204.9564,202.7824,204.7739,34276400,194.0318,183.1901,10.8418,9.9663
2021-07-06,207.2777,208.3222,203.4071,206.8879,44670800,196.0097,184.9455,11.0642,10.1859
2021-07-07,208.4372,208.6521,203.2246,203.6219,41842800,197.1808,186.3289,10.8519,10.3191
2021-07-08,198.4719,201.2356,196.9151,198.9341,50330000,197.4506,187.2626,10.1879,10.2929
2021-07-9,199.5314,200.7083,197.4498,200.4085,29662400,197.9056,188.2364,9.6692,10.1681
2021-07-12,202.3051,205.2312,201.7828,205.0288,32198400,199.0015,189.4803,9.5212,10.0387
2021-07-13,203.9093,204.5165,201.0457,202.4050,29070800,199.5251,190.4377,9.0874,9.8485
2021-07-14,203.4820,204.0817,197.4348,198.3219,38010000,199.3400,191.0217,8.3183,9.5424
2021-07-15,198.0246,198.3769,188.4966,189.5736,55056400,197.8375,190.9144,6.9231,9.0186
